configuration_id,experiment,blocks,classifier,C,k,repeat,fold,risk_weighted_f1,risk_macro_f1,accuracy
post_mpnet__linear_svm__C1__kall,post_mpnet,post_embedding,linear_svm,1.0,all,2,3,0.5180906272481485,0.476030563566852,0.5189873417721519
post_mpnet__linear_svm__C1__kall,post_mpnet,post_embedding,linear_svm,1.0,all,2,4,0.5596850386829784,0.508178805281609,0.5591054313099042
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,0,0,0.6143702302353614,0.5069936895070934,0.60062893081761
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,0,1,0.5320517491824018,0.45716799058467805,0.5195121951219512
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,0,2,0.5797299897235318,0.5001465823834246,0.5766871165644172
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,0,3,0.4651614566080867,0.42468427582471324,0.45364238410596025
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,0,4,0.5373441070339958,0.45773369179900086,0.5304659498207885
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,1,0,0.5750025888957032,0.48790864799636724,0.5664739884393064
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,1,1,0.5029924523922124,0.4348145318733554,0.47619047619047616
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,1,2,0.5067617365688105,0.48333450913117554,0.5121951219512195
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,1,3,0.6000973325774228,0.5011166974062916,0.5830985915492958
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,1,4,0.5515553678682179,0.4975233342454587,0.5576923076923077
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,2,0,0.49936940324961515,0.4093611801340586,0.4702549575070821
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,2,1,0.5474652823725742,0.46799087959308955,0.5308641975308642
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,2,2,0.6388144813050947,0.4900103980986334,0.6291793313069909
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,2,3,0.5007764282734672,0.48271155544162464,0.5063291139240507
single__zero_shot__macro__sentence__logistic_regression__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,0.25,all,2,4,0.5586968630292194,0.49932257107917266,0.5463258785942492
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,0,0,0.6182479899859733,0.5001996000856959,0.6037735849056604
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,0,1,0.5107076800764393,0.43935128516676303,0.5024390243902439
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,0,2,0.5950709542118049,0.5163538808461652,0.5920245398773006
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,0,3,0.45617020725612234,0.41522298807910435,0.44370860927152317
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,0,4,0.5237619007260502,0.4413996948893974,0.5197132616487455
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,1,0,0.5740604127099208,0.47505442814621446,0.5635838150289018
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,1,1,0.4979685071736098,0.4344530513600565,0.46938775510204084
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,1,2,0.4954900759314055,0.47186873086263337,0.5
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,1,3,0.606077048340379,0.508126727084512,0.5887323943661972
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,1,4,0.5533576018171734,0.5010769196596975,0.5608974358974359
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,2,0,0.4878969193883166,0.3997521537596346,0.45609065155807366
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,2,1,0.5518821070767227,0.47770000492226605,0.5401234567901234
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,2,2,0.6319888658462016,0.49177006036332666,0.6231003039513677
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,2,3,0.5006342880679353,0.4780666332047874,0.5031645569620253
single__zero_shot__macro__sentence__logistic_regression__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,logistic_regression,1.0,all,2,4,0.5685189727913332,0.5118242731267997,0.5559105431309904
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,0,0,0.5841617638191897,0.43994126235206704,0.5911949685534591
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,0,1,0.49232575930038347,0.40476374702435913,0.4951219512195122
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,0,2,0.5728988282273716,0.48011867514066636,0.5920245398773006
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,0,3,0.4813416296913389,0.4319130331269767,0.48013245033112584
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,0,4,0.5414912863893705,0.458899307523596,0.5483870967741935
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,1,0,0.5587756305825317,0.44846951574472105,0.5722543352601156
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,1,1,0.5186785806756478,0.4526665750933187,0.5136054421768708
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,1,2,0.4816965160589905,0.4504169414907792,0.5030487804878049
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,1,3,0.5852483464827076,0.4864890011035998,0.5887323943661972
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,1,4,0.5403113983676644,0.47343438033975116,0.5705128205128205
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,2,0,0.48895969494553665,0.3887199261274314,0.48158640226628896
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,2,1,0.5522767518982891,0.48213740400585214,0.558641975308642
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,2,2,0.61635924886672,0.4534613845538215,0.6231003039513677
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,2,3,0.4992447999578267,0.47102317513709924,0.5126582278481012
single__zero_shot__macro__sentence__linear_svm__C0.25__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,0.25,all,2,4,0.497681359888036,0.45575088272857034,0.5239616613418531
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,0,0,0.5913208442923157,0.4433916449288264,0.60062893081761
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,0,1,0.4933819291060062,0.41103513188413504,0.4975609756097561
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,0,2,0.5726828877217586,0.48009401066119556,0.5920245398773006
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,0,3,0.4851161986779863,0.4376705088949461,0.48344370860927155
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,0,4,0.5375170685979515,0.45720539695576007,0.5448028673835126
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,1,0,0.5627145919750987,0.45218653279957954,0.5722543352601156
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,1,1,0.5269512416073147,0.44779705490782395,0.5170068027210885
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,1,2,0.4771568825157264,0.44549547725671534,0.4969512195121951
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,1,3,0.5989263885197981,0.5111556603773585,0.6
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,1,4,0.5411852098509315,0.4739720604760445,0.5705128205128205
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,2,0,0.4764325349843177,0.3785026473545149,0.46458923512747874
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,2,1,0.5558133447553779,0.4815146839168827,0.5617283950617284
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,2,2,0.6131352620102779,0.445451714158066,0.6200607902735562
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,2,3,0.5075665215521518,0.47989062177071906,0.5189873417721519
single__zero_shot__macro__sentence__linear_svm__C1__kall,single__zero_shot__macro__sentence,zero_shot__macro__sentence,linear_svm,1.0,all,2,4,0.5046160237779944,0.463589967540786,0.5303514376996805
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,0,0,0.6310218682283626,0.49912977905368894,0.60062893081761
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,0,1,0.5182856714676428,0.4439653280667106,0.5024390243902439
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,0,2,0.5637837219405112,0.4555849832943429,0.5521472392638037
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,0,3,0.5006503184245299,0.44313733759308105,0.48013245033112584
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,0,4,0.49936071202674615,0.4238707983193277,0.4874551971326165
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,1,0,0.5265677674899951,0.40253767718489203,0.5086705202312138
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,1,1,0.5155168923420699,0.4325172410462466,0.47619047619047616
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,1,2,0.5593260072465704,0.5177714451338759,0.5548780487804879
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,1,3,0.5737175000616925,0.4755410955582683,0.5492957746478874
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,1,4,0.5262402452619843,0.45564344477926055,0.5352564102564102
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,2,0,0.5166625995790759,0.41531012529445366,0.48441926345609065
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,2,1,0.5421644472825395,0.44872199064365526,0.5246913580246914
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,2,2,0.6219739669593514,0.4685498494648917,0.60790273556231
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,2,3,0.5346787014785406,0.4978422890167952,0.5348101265822784
single__zero_shot__individual__sentence__logistic_regression__C0.25__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,0.25,all,2,4,0.5076264263161234,0.45113522706223463,0.49201277955271566
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,0,0,0.6176179759115384,0.48412348272642386,0.5880503144654088
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,0,1,0.5119968893252791,0.43703140812927815,0.4975609756097561
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,0,2,0.5646288418500032,0.45646812469987535,0.5521472392638037
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,0,3,0.4942153367806389,0.44224959438634237,0.4768211920529801
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,0,4,0.4916144105084197,0.4170299938157081,0.4767025089605735
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,1,0,0.5086393122759626,0.39304016530960206,0.49421965317919075
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,1,1,0.5153632298876741,0.43287562830745085,0.47619047619047616
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,1,2,0.5394131745762495,0.4980323637830352,0.5365853658536586
single__zero_shot__individual__sentence__logistic_regression__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,logistic_regression,1.0,all,1,3,0.5640560045437255,0.4663337032926378,0.5380281690140845
